Invoice_Number,Amount,Posting_Date,Vendor_Name,GL_Account,Created_By,Approved_By,Entry_Type,Description
INV-10565,1495.79,2026-03-20,CloudScale Networks,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10565
INV-10566,2408.65,2026-03-02,Delta Freight,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10566
INV-10567,3999.39,2026-03-22,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10567
INV-10568,3672.54,2026-03-04,CloudScale Networks,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10568
INV-10569,3165.17,2026-03-10,CloudScale Networks,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10569
INV-10570,2880.14,2026-03-05,Metro Facilities,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10570
INV-10571,4696.75,2026-03-01,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10571
INV-10572,3755.26,2026-03-17,CloudScale Networks,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10572
INV-10573,1922.59,2026-03-20,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10573
INV-10574,4995.87,2026-03-04,TechSupplies Inc,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10574
INV-10575,2150.1,2026-03-05,Metro Facilities,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10575
INV-10576,3535.36,2026-03-04,TechSupplies Inc,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10576
INV-10577,1845.95,2026-03-17,Metro Facilities,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10577
INV-10578,1168.35,2026-03-20,TechSupplies Inc,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10578
INV-10579,1422.61,2026-03-14,Metro Facilities,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10579
INV-10580,364.16,2026-03-08,Delta Freight,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10580
INV-10581,3362.68,2026-03-03,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10581
INV-10582,1064.88,2026-03-10,TechSupplies Inc,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10582
INV-10583,397.91,2026-03-26,CloudScale Networks,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10583
INV-10584,2643.94,2026-03-28,TechSupplies Inc,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10584
INV-10585,3306.55,2026-03-09,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10585
INV-10586,1422.26,2026-03-13,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10586
INV-10587,2841.71,2026-03-26,Delta Freight,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10587
INV-10588,753.34,2026-03-19,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10588
INV-10589,3145.62,2026-03-20,Delta Freight,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10589
INV-10590,3438.63,2026-03-14,CloudScale Networks,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10590
INV-10591,587.52,2026-03-28,OfficeDepot Co,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10591
INV-10592,2806.11,2026-03-24,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10592
INV-10593,1863.89,2026-03-21,Delta Freight,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10593
INV-10594,3758.47,2026-03-25,Delta Freight,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10594
INV-10595,1516.51,2026-03-21,OfficeDepot Co,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10595
INV-10596,4301.47,2026-03-15,TechSupplies Inc,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10596
INV-10597,2538.76,2026-03-21,OfficeDepot Co,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10597
INV-10598,2031.23,2026-03-26,TechSupplies Inc,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10598
INV-10599,3516.22,2026-03-22,OfficeDepot Co,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10599
INV-10600,1985.0,2026-03-18,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10600
INV-10601,3660.08,2026-03-25,OfficeDepot Co,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10601
INV-10602,504.99,2026-03-04,OfficeDepot Co,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10602
INV-10603,850.22,2026-03-20,CloudScale Networks,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10603
INV-10604,710.65,2026-03-23,Delta Freight,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10604
INV-10605,3973.75,2026-03-15,TechSupplies Inc,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10605
INV-10606,5264.82,2026-03-24,CloudScale Networks,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10606
INV-10607,4699.59,2026-03-19,Metro Facilities,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10607
INV-10608,4163.9,2026-03-13,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10608
INV-10609,3292.97,2026-03-10,CloudScale Networks,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10609
INV-10610,946.89,2026-03-18,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10610
INV-10611,4449.28,2026-03-20,Metro Facilities,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10611
INV-10612,4000.09,2026-03-04,CloudScale Networks,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10612
INV-10613,3459.44,2026-03-24,Metro Facilities,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10613
INV-10614,3683.55,2026-03-13,Delta Freight,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10614
INV-10615,3425.23,2026-03-22,CloudScale Networks,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10615
INV-10616,4328.31,2026-03-27,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10616
INV-10617,3355.54,2026-03-17,Metro Facilities,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10617
INV-10618,4686.38,2026-03-14,OfficeDepot Co,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10618
INV-10619,6292.2,2026-03-24,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10619
INV-10620,3236.87,2026-03-18,Delta Freight,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10620
INV-10621,1593.89,2026-03-22,CloudScale Networks,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10621
INV-10622,4847.58,2026-03-14,Metro Facilities,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10622
INV-10623,1475.83,2026-03-11,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10623
INV-10624,4970.69,2026-03-02,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10624
INV-10625,3799.15,2026-03-26,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10625
INV-10626,3185.18,2026-03-06,CloudScale Networks,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10626
INV-10627,2931.79,2026-03-22,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10627
INV-10628,1991.86,2026-03-27,CloudScale Networks,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10628
INV-10629,3877.7,2026-03-21,TechSupplies Inc,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10629
INV-10630,3537.46,2026-03-13,TechSupplies Inc,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10630
INV-10631,3756.07,2026-03-26,TechSupplies Inc,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10631
INV-10632,2759.0,2026-03-03,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10632
INV-10633,2177.57,2026-03-03,Metro Facilities,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10633
INV-10634,3257.8,2026-03-18,CloudScale Networks,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10634
INV-10635,5188.48,2026-03-15,Delta Freight,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10635
INV-10636,766.88,2026-03-18,TechSupplies Inc,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10636
INV-10637,4142.75,2026-03-21,OfficeDepot Co,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10637
INV-10638,1822.08,2026-03-24,Delta Freight,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10638
INV-10639,4215.71,2026-03-17,Metro Facilities,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10639
INV-10640,3987.08,2026-03-25,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10640
INV-10641,3089.14,2026-03-08,TechSupplies Inc,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10641
INV-10642,2027.03,2026-03-22,Metro Facilities,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10642
INV-10643,5808.25,2026-03-02,OfficeDepot Co,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10643
INV-10644,2989.58,2026-03-07,Metro Facilities,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10644
INV-10645,5139.47,2026-03-28,OfficeDepot Co,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10645
INV-10646,1136.52,2026-03-04,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10646
INV-10647,4090.35,2026-03-18,TechSupplies Inc,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10647
INV-10648,3395.89,2026-03-19,OfficeDepot Co,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10648
INV-10649,1961.48,2026-03-20,CloudScale Networks,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10649
INV-10650,1008.12,2026-03-22,Delta Freight,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10650
INV-10651,3089.18,2026-03-14,Metro Facilities,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10651
INV-10652,1656.05,2026-03-05,CloudScale Networks,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10652
INV-10653,2176.65,2026-03-25,Delta Freight,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10653
INV-10654,2926.88,2026-03-28,CloudScale Networks,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10654
INV-10655,5245.64,2026-03-03,CloudScale Networks,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10655
INV-10656,5251.41,2026-03-07,TechSupplies Inc,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10656
INV-10657,3827.92,2026-03-25,Metro Facilities,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10657
INV-10658,2040.98,2026-03-17,Metro Facilities,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10658
INV-10659,2311.34,2026-03-22,Metro Facilities,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10659
INV-10660,2657.14,2026-03-19,Delta Freight,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10660
INV-10661,5323.69,2026-03-25,Delta Freight,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10661
INV-10662,624.61,2026-03-07,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10662
INV-10663,4287.7,2026-03-02,Delta Freight,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10663
INV-10664,3400.99,2026-03-18,Metro Facilities,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10664
INV-10665,2269.49,2026-03-09,Delta Freight,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10665
INV-10666,4749.6,2026-03-16,Metro Facilities,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10666
INV-10667,5145.01,2026-03-06,TechSupplies Inc,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10667
INV-10668,2695.17,2026-03-06,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10668
INV-10669,3791.74,2026-03-24,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10669
INV-10670,3433.53,2026-03-27,Delta Freight,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10670
INV-10671,1464.04,2026-03-21,CloudScale Networks,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10671
INV-10672,4778.52,2026-03-06,CloudScale Networks,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10672
INV-10673,2360.37,2026-03-07,Metro Facilities,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10673
INV-10674,5232.33,2026-03-20,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10674
INV-10675,2986.7,2026-03-24,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10675
INV-10676,5133.21,2026-03-13,Metro Facilities,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10676
INV-10677,770.86,2026-03-20,CloudScale Networks,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10677
INV-10678,2430.15,2026-03-17,Metro Facilities,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10678
INV-10679,1103.16,2026-03-21,CloudScale Networks,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10679
INV-10680,2363.35,2026-03-26,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10680
INV-10681,4141.78,2026-03-05,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10681
INV-10682,3963.81,2026-03-07,TechSupplies Inc,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10682
INV-10683,3723.26,2026-03-01,TechSupplies Inc,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10683
INV-10684,1246.56,2026-03-05,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10684
INV-10685,3180.86,2026-03-12,OfficeDepot Co,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10685
INV-10686,5384.97,2026-03-26,Delta Freight,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10686
INV-10687,1268.77,2026-03-10,Metro Facilities,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10687
INV-10688,4261.1,2026-03-08,Delta Freight,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10688
INV-10689,3765.81,2026-03-13,CloudScale Networks,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10689
INV-10690,4700.23,2026-03-21,Metro Facilities,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10690
INV-10691,466.92,2026-03-03,CloudScale Networks,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10691
